Product Name,Original Price,Sale Price,Percentage Off,Product Category,Product Code,Rating,Link
"SIMONIZ Platinum Graphene Liquid Wax, 473-mL",23.99,20.39,15.0,car-care-accessories,039-6537-8,4.7,https://www.canadiantire.ca/en/pdp/simoniz-platinum-graphene-liquid-wax-473-ml-0396537p.html#srp
"Thermos Vacuum Insulated Stainless Steel Portable Travel Mug, 470-mL",43.99,34.99,20.0,kitchen,142-7374X,0.0,https://www.canadiantire.ca/en/pdp/thermos-vacuum-insulated-stainless-steel-portable-travel-mug-470-ml-1427374p.html#srp
"Purina® Fancy Feast® Cat Food, Turkey And Giblets, 85-g",0.99,0.9,9.0,pet-care,042-4048-4,4.6,https://www.canadiantire.ca/en/pdp/purina-fancy-feast-cat-food-turkey-and-giblets-85-g-0424048p.html#srp
"Purina® Fancy Feast® Cat Food, Salmon, 85-g",0.99,0.9,9.0,pet-care,042-5293-2,4.7,https://www.canadiantire.ca/en/pdp/purina-fancy-feast-cat-food-salmon-85-g-0425293p.html#srp
"Purina® Fancy Feast® Cat Food, Cod, Sole & Shrimp, 85-g",0.99,0.9,9.0,pet-care,042-6195-0,4.8,https://www.canadiantire.ca/en/pdp/purina-fancy-feast-cat-food-cod-sole-shrimp-85-g-0426195p.html#srp
"Reduce Cold Dual-Wall Vacuum Insulated Travel Mug, Light Pink, 1.18L",39.99,25.99,35.0,kitchen,142-7361-0,0.0,https://www.canadiantire.ca/en/pdp/reduce-cold-dual-wall-vacuum-insulated-travel-mug-light-pink-1-18l-1427361p.html#srp
"Dawn Ultra EZ-Squeeze™ Antibacterial Dishwashing Liquid Dish Soap, Apple Blossom Scent, 650-mL",4.99,4.49,10.0,home-essentials,153-1845-0,0.0,https://www.canadiantire.ca/en/pdp/dawn-ultra-ez-squeeze-antibacterial-dishwashing-liquid-dish-soap-apple-blossom-scent-650-ml-1531845p.html#srp
"Tide Pods Plus Febreze Laundry Detergent, Sport-Odor Defense, 48-pk",26.99,24.29,10.0,home-essentials,153-1855-6,0.0,https://www.canadiantire.ca/en/pdp/tide-pods-plus-febreze-laundry-detergent-sport-odor-defense-48-pk-1531855p.html#srp
"Thermos® Stainless Steel Vacuum Insulated Food Jar with Spoon, 710-mL",43.99,34.99,20.0,kitchen,142-7375X,0.0,https://www.canadiantire.ca/en/pdp/thermos-stainless-steel-vacuum-insulated-food-jar-with-spoon-710-ml-1427375p.html#srp
"Simoniz Fiber Can Car Air Freshener, Cool Ice Scent, 2-pk",8.99,7.19,20.0,car-care-accessories,037-4976-8,0.0,https://www.canadiantire.ca/en/pdp/simoniz-fiber-can-car-air-freshener-cool-ice-scent-2-pk-0374976p.html#srp
NOMA 6-Outlet 2 USB-A + USB-C Wall Block,29.99,23.99,20.0,electrical,152-2710-6,0.0,https://www.canadiantire.ca/en/pdp/noma-6-outlet-2-usb-a-usb-c-wall-block-1522710p.html#srp
"Preston Towel Bar, 24-in",41.99,33.59,20.0,plumbing,063-5163-2,3.3,https://www.canadiantire.ca/en/pdp/preston-towel-bar-24-in-0635163p.html#srp
"Thermos Vacuum Insulated Stainless Steel Portable Travel Beverage Bottle, Black, 1.2-L",49.99,39.99,20.0,kitchen,142-7378-2,0.0,https://www.canadiantire.ca/en/pdp/thermos-vacuum-insulated-stainless-steel-portable-travel-beverage-bottle-black-1-2-l-1427378p.html#srp
"Dawn Ultra Dishwashing Liquid Dish Soap with Oxi Stain Fighting Power, Lemon Scent, 2.21-L",12.99,11.69,10.0,home-essentials,153-1847-6,0.0,https://www.canadiantire.ca/en/pdp/dawn-ultra-dishwashing-liquid-dish-soap-with-oxi-stain-fighting-power-lemon-scent-2-21-l-1531847p.html#srp
"Scotties Sponge Ultra Absorbent Paper Towel, 2-Ply, 2 Double Rolls",3.0,,,home-essentials,499-1119-8,0.0,https://www.canadiantire.ca/en/pdp/scotties-sponge-ultra-absorbent-paper-towel-2-ply-2-double-rolls-4991119p.html#srp
"Cascade® Platinum Plus ActionPacs™ Dishwasher Detergent Pods with Dawn, Fresh Scent, 21-pc",12.99,11.69,10.0,home-essentials,153-1837-0,4.8,https://www.canadiantire.ca/en/pdp/cascade-platinum-plus-actionpacs-dishwasher-detergent-pods-with-dawn-fresh-scent-21-pc-1531837p.html#srp
"SIMONIZ Platinum Graphene Liquid Wax, 473-mL",23.99,20.39,15.0,car-care-accessories,039-6537-8,4.7,https://www.canadiantire.ca/en/pdp/simoniz-platinum-graphene-liquid-wax-473-ml-0396537p.html#srp
"Thermos Vacuum Insulated Stainless Steel Portable Travel Mug, 470-mL",43.99,34.99,20.0,kitchen,142-7374X,0.0,https://www.canadiantire.ca/en/pdp/thermos-vacuum-insulated-stainless-steel-portable-travel-mug-470-ml-1427374p.html#srp
"Purina® Fancy Feast® Cat Food, Turkey And Giblets, 85-g",0.99,0.9,9.0,pet-care,042-4048-4,4.6,https://www.canadiantire.ca/en/pdp/purina-fancy-feast-cat-food-turkey-and-giblets-85-g-0424048p.html#srp
"Purina® Fancy Feast® Cat Food, Salmon, 85-g",0.99,0.9,9.0,pet-care,042-5293-2,4.7,https://www.canadiantire.ca/en/pdp/purina-fancy-feast-cat-food-salmon-85-g-0425293p.html#srp
"Purina® Fancy Feast® Cat Food, Cod, Sole & Shrimp, 85-g",0.99,0.9,9.0,pet-care,042-6195-0,4.8,https://www.canadiantire.ca/en/pdp/purina-fancy-feast-cat-food-cod-sole-shrimp-85-g-0426195p.html#srp
"Reduce Cold Dual-Wall Vacuum Insulated Travel Mug, Light Pink, 1.18L",39.99,25.99,35.0,kitchen,142-7361-0,0.0,https://www.canadiantire.ca/en/pdp/reduce-cold-dual-wall-vacuum-insulated-travel-mug-light-pink-1-18l-1427361p.html#srp
"Dawn Ultra EZ-Squeeze™ Antibacterial Dishwashing Liquid Dish Soap, Apple Blossom Scent, 650-mL",4.99,4.49,10.0,home-essentials,153-1845-0,0.0,https://www.canadiantire.ca/en/pdp/dawn-ultra-ez-squeeze-antibacterial-dishwashing-liquid-dish-soap-apple-blossom-scent-650-ml-1531845p.html#srp
"Tide Pods Plus Febreze Laundry Detergent, Sport-Odor Defense, 48-pk",26.99,24.29,10.0,home-essentials,153-1855-6,0.0,https://www.canadiantire.ca/en/pdp/tide-pods-plus-febreze-laundry-detergent-sport-odor-defense-48-pk-1531855p.html#srp
"Thermos® Stainless Steel Vacuum Insulated Food Jar with Spoon, 710-mL",43.99,34.99,20.0,kitchen,142-7375X,0.0,https://www.canadiantire.ca/en/pdp/thermos-stainless-steel-vacuum-insulated-food-jar-with-spoon-710-ml-1427375p.html#srp
"Simoniz Fiber Can Car Air Freshener, Cool Ice Scent, 2-pk",8.99,7.19,20.0,car-care-accessories,037-4976-8,0.0,https://www.canadiantire.ca/en/pdp/simoniz-fiber-can-car-air-freshener-cool-ice-scent-2-pk-0374976p.html#srp
NOMA 6-Outlet 2 USB-A + USB-C Wall Block,29.99,23.99,20.0,electrical,152-2710-6,0.0,https://www.canadiantire.ca/en/pdp/noma-6-outlet-2-usb-a-usb-c-wall-block-1522710p.html#srp
"Preston Towel Bar, 24-in",41.99,33.59,20.0,plumbing,063-5163-2,3.3,https://www.canadiantire.ca/en/pdp/preston-towel-bar-24-in-0635163p.html#srp
