Product Name,Original Price,Sale Price,Percentage Off,Product Category,Product Code,Rating,Link
Mobil 1 M1-204 Extended Performance Oil Filter,22.99,17.99,22.0,light-auto-parts,017-1641-0,4.6,https://www.canadiantire.ca/en/pdp/mobil-1-m1-204-extended-performance-oil-filter-0171641p.html#srp
"Mobil 1™ Truck & SUV 5W30 Synthetic Engine/Motor Oil, 4.73-L",74.99,40.99,45.0,auto-maintenance,028-9445-4,4.8,https://www.canadiantire.ca/en/pdp/mobil-1-truck-suv-5w30-synthetic-engine-motor-oil-4-73-l-0289445p.html#srp
"Lucas Oil 2-Stroke Semi-Synthetic Land & Sea Oil, 946-mL",18.99,16.14,15.0,auto-maintenance,028-1733-6,4.8,https://www.canadiantire.ca/en/pdp/lucas-oil-2-stroke-semi-synthetic-land-sea-oil-946-ml-0281733p.html#srp
"Thrush Rattler Universal Muffler, 24256",89.99,76.49,15.0,heavy-auto-parts,112-8493-2,0.0,https://www.canadiantire.ca/en/pdp/thrush-rattler-universal-muffler-24256-1128493p.html#srp
"Halo XL500-9 Hunting Laser Range Finder, Black",209.99,188.99,10.0,hunting,275-9323-4,4.4,https://www.canadiantire.ca/en/pdp/halo-xl500-9-hunting-laser-range-finder-black-2759323p.html#srp
"Halo XL500-9 Hunting Laser Range Finder, Black",209.99,188.99,10.0,hunting,275-9323-4,4.4,https://www.canadiantire.ca/en/pdp/halo-xl500-9-hunting-laser-range-finder-black-2759323p.html#srp
DEWALT 20V DCF630B Max Brushless Drywall Screw Gun,199.99,169.99,15.0,tools,054-7585-8,4.0,https://www.canadiantire.ca/en/pdp/dewalt-20v-dcf630b-max-brushless-drywall-screw-gun-0547585p.html#srp
"MotoMaster Heavy-Duty Parts & Tool Cleaner, 500-g",11.99,9.76,19.0,auto-maintenance,038-1314-0,4.5,https://www.canadiantire.ca/en/pdp/motomaster-heavy-duty-parts-tool-cleaner-500-g-0381314p.html#srp
"Master Chef Jumbo Walnut Steak Knives Set, 8-pc",49.99,24.99,50.0,kitchen,142-6385-0,3.2,https://www.canadiantire.ca/en/pdp/master-chef-jumbo-walnut-steak-knives-set-8-pc-1426385p.html#srp
Mobil 1 M1C-254 Extended Performance Oil Filter,22.99,17.99,22.0,light-auto-parts,117-2380-6,4.6,https://www.canadiantire.ca/en/pdp/mobil-1-m1c-254-extended-performance-oil-filter-1172380p.html#srp
"Mastercraft HSS Drill Bit Set for Wood, Metal, Plastic, 29-pc",47.99,18.99,60.0,tools,054-3708-2,3.8,https://www.canadiantire.ca/en/pdp/mastercraft-hss-drill-bit-set-for-wood-metal-plastic-29-pc-0543708p.html#srp
"Tide 3 in 1 Coldwater Clean Laundry Detergent Pods, Fresh Scent, 112-pk",34.99,31.49,10.0,home-essentials,153-1740-8,4.0,https://www.canadiantire.ca/en/pdp/tide-3-in-1-coldwater-clean-laundry-detergent-pods-fresh-scent-112-pk-1531740p.html#srp
"MAXIMUM Diagonal Cutting Pliers, High Quality Forged Tool Steel, Colour Coded Tips, 7-in",29.99,17.99,40.0,tools,058-9758-8,4.9,https://www.canadiantire.ca/en/pdp/maximum-diagonal-cutting-pliers-high-quality-forged-tool-steel-colour-coded-tips-7-in-0589758p.html#srp
Libman Nitty Gritty Reusable Wringer Roller Mop with Scrub Brush,29.99,23.99,20.0,cleaning,142-2215-0,3.4,https://www.canadiantire.ca/en/pdp/libman-nitty-gritty-reusable-wringer-roller-mop-with-scrub-brush-1422215p.html#srp
"MagnaFlow Oval Straight Through Performance Exhaust Muffler, 4 x 9-in",244.99,208.24,15.0,heavy-auto-parts,034-4044-2,4.9,https://www.canadiantire.ca/en/pdp/magnaflow-oval-straight-through-performance-exhaust-muffler-4-x-9-in-0344044p.html#srp
Heritage Hand Mixer,49.99,29.99,40.0,kitchen,043-0950-6,3.6,https://www.canadiantire.ca/en/pdp/heritage-hand-mixer-0430950p.html#srp
"Moen® Hadley Single Handle Pull Down Kitchen Faucet & Soap Dispenser, Brushed Nickel",314.99,239.99,24.0,plumbing,063-9939-4,4.6,https://www.canadiantire.ca/en/pdp/moen-hadley-single-handle-pull-down-kitchen-faucet-soap-dispenser-brushed-nickel-0639939p.html#srp
"CANVAS Frosted Shade Indoor/Outdoor Wall Light, Matte Black",70.99,52.99,25.0,home-decor,052-6117-4,5.0,https://www.canadiantire.ca/en/pdp/canvas-frosted-shade-indoor-outdoor-wall-light-matte-black-0526117p.html#srp
"Arm & Hammer AbsorbX Lightweight Multi-Cat Clumping Cat Litter, Unscented, 6.4-kg",27.99,26.09,7.0,pet-care,142-9426-6,3.4,https://www.canadiantire.ca/en/pdp/arm-hammer-absorbx-lightweight-multi-cat-clumping-cat-litter-unscented-6-4-kg-1429426p.html#srp
Mobil 1 M1-107 Extended Performance Oil Filter,22.99,17.99,22.0,light-auto-parts,017-1636-4,4.6,https://www.canadiantire.ca/en/pdp/mobil-1-m1-107-extended-performance-oil-filter-0171636p.html#srp
"Mastercraft T-Shank HSS & HCS Jigsaw Blade Set with Case, for Wood, Metal, 32-pc",59.99,23.99,60.0,tools,054-8037-8,4.1,https://www.canadiantire.ca/en/pdp/mastercraft-t-shank-hss-hcs-jigsaw-blade-set-with-case-for-wood-metal-32-pc-0548037p.html#srp
"Hamilton Beach Smart Elite 4 Functions Blender, Black",119.99,79.99,33.0,kitchen,043-2734-0,3.9,https://www.canadiantire.ca/en/pdp/hamilton-beach-smart-elite-4-functions-blender-black-0432734p.html#srp
"MAXIMUM 20V Max Cordless Variable Speed Oscillating Multi-Tool with Carry Bag, Tool Only",169.99,149.99,12.0,tools,054-7290-8,4.4,https://www.canadiantire.ca/en/pdp/maximum-20v-max-cordless-variable-speed-oscillating-multi-tool-with-carry-bag-tool-only-0547290p.html#srp
"Febreze Fabric Refresher Spray, April Fresh Scent, 800-mL",6.49,5.84,10.0,home-essentials,153-1788-6,4.3,https://www.canadiantire.ca/en/pdp/febreze-fabric-refresher-spray-april-fresh-scent-800-ml-1531788p.html#srp
"Huffy Boltz 6V Electric Mini Ride-On Quad Bike/ ATV, 2km/h, Kids, Red/Blue, Ages 1.5 - 3 yrs",219.99,149.99,32.0,cycling,184-0678-0,4.5,https://www.canadiantire.ca/en/pdp/huffy-boltz-6v-electric-mini-ride-on-quad-bike-atv-2km-h-kids-red-blue-ages-1-5-3-yrs-1840678p.html#srp
"Meguiars Gold Class 3-in-1 Rich Leather Cleaner, Conditioner & Protectant Wipes, 30-pk",14.99,13.49,10.0,car-care-accessories,039-0446-0,4.0,https://www.canadiantire.ca/en/pdp/meguiar-s-gold-class-3-in-1-rich-leather-cleaner-conditioner-protectant-wipes-30-pk-0390446p.html#srp
"RSSW Rival Alloy Wheel, Gloss Black",254.99,203.99,20.0,tires,141-1389-4,0.0,https://www.canadiantire.ca/en/pdp/rssw-rival-alloy-wheel-gloss-black-1411389p.html#srp
"MotoMaster 9,000-lb Tow Strap, with Rust-Resistant Hooks, 2-in x 30-ft",35.99,28.79,20.0,automotive-outdoor-adventure,040-2674-8,4.4,https://www.canadiantire.ca/en/pdp/motomaster-9-000-lb-tow-strap-with-rust-resistant-hooks-2-in-x-30-ft-0402674p.html#srp
"Mobil Full Synthetic 5W20 Engine/Motor Oil, 4.73-L",31.99,,,auto-maintenance,399-9893-2,4.8,https://www.canadiantire.ca/en/pdp/mobil-full-synthetic-5w20-engine-motor-oil-4-73-l-3999893p.html#srp
SIMONIZ Platinum Iron Wheel Cleaner,18.99,16.14,15.0,car-care-accessories,039-3640-8,4.8,https://www.canadiantire.ca/en/pdp/simoniz-platinum-iron-wheel-cleaner-0393640p.html#srp
"MAXIMUM 5-in-1 Heavy Duty 8-18 Gauge Wire Stripper, Colour Coded Tips, 8-in",29.99,19.99,33.0,tools,058-9772-2,4.8,https://www.canadiantire.ca/en/pdp/maximum-5-in-1-heavy-duty-8-18-gauge-wire-stripper-colour-coded-tips-8-in-0589772p.html#srp
"Meguiars Quik Interior Detailer Cleaner Wipes, 30-pk",14.99,13.49,10.0,car-care-accessories,039-0413-8,4.5,https://www.canadiantire.ca/en/pdp/meguiar-s-quik-interior-detailer-cleaner-wipes-30-pk-0390413p.html#srp
"Keurig Tim Hortons 100% Colombian Dark Medium Roast K-Cup® Coffee Pods, 504-g, 48-pk",35.99,32.99,8.0,food-drink,153-4003-6,4.9,https://www.canadiantire.ca/en/pdp/keurig-tim-horton-s-100-colombian-dark-medium-roast-k-cup-coffee-pods-504-g-48-pk-1534003p.html#srp
"MAXIMUM Ratcheting Nut Driver Set with Storage Bag, Soft/Comfortable Handle, SAE/Metric, 11-pc",39.99,24.99,38.0,tools,058-1627-8,4.5,https://www.canadiantire.ca/en/pdp/maximum-ratcheting-nut-driver-set-with-storage-bag-soft-comfortable-handle-sae-metric-11-pc-0581627p.html#srp
"AutoTrends Low Back Heavy Duty Seat Cover, Black & Grey, 2-pk",69.99,48.99,30.0,car-care-accessories,032-6280-0,3.5,https://www.canadiantire.ca/en/pdp/autotrends-low-back-heavy-duty-seat-cover-black-grey-2-pk-0326280p.html#srp
"Merkury Selfie Studio Ring Light Phone Holder with Bluetooth, 3.3-in",49.99,14.99,70.0,car-care-accessories,035-8046-2,4.1,https://www.canadiantire.ca/en/pdp/merkury-selfie-studio-ring-light-phone-holder-with-bluetooth-3-3-in-0358046p.html#srp
Mobil 1 M1C-151 Extended Performance Oil Filter,22.99,17.99,22.0,light-auto-parts,017-1654-0,4.6,https://www.canadiantire.ca/en/pdp/mobil-1-m1c-151-extended-performance-oil-filter-0171654p.html#srp
"Road Warrior Street Hockey Goalie Leg Pads/Glove/Blocker Set, Youth, Right, 21-in",59.99,47.99,20.0,hockey,083-2214-2,0.0,https://www.canadiantire.ca/en/pdp/road-warrior-street-hockey-goalie-leg-pads-glove-blocker-set-youth-right-21-in-0832214p.html#srp
"MAXIMUM Carbide Tipped Hole Saw Set for HVAC and Plumbing, 8-pc",179.99,79.99,56.0,tools,054-0316-2,4.5,https://www.canadiantire.ca/en/pdp/maximum-carbide-tipped-hole-saw-set-for-hvac-and-plumbing-8-pc-0540316p.html#srp
"MotoMaster 8-Ply Trailer Tire, ST205/75R15",189.99,169.99,11.0,automotive-outdoor-adventure,040-3168-8,0.0,https://www.canadiantire.ca/en/pdp/motomaster-8-ply-trailer-tire-st205-75r15-0403168p.html#srp
"Moen® Zarina Single Handle High Arc Single Hole 4-in Centerset Bathroom Sink Faucet, Chrome",169.99,135.99,20.0,plumbing,063-3379-2,4.4,https://www.canadiantire.ca/en/pdp/moen-zarina-single-handle-high-arc-single-hole-4-in-centerset-bathroom-sink-faucet-chrome-0633379p.html#srp
"MAXIMUM Plastic Heavy-Duty ABS Square, 7-in, Black",14.99,9.69,35.0,tools,057-7270-0,4.6,https://www.canadiantire.ca/en/pdp/maximum-plastic-heavy-duty-abs-square-7-in-black-0577270p.html#srp
Mobil 1 M1-101 Extended Performance Oil Filter,22.99,17.99,22.0,light-auto-parts,017-1649-4,4.6,https://www.canadiantire.ca/en/pdp/mobil-1-m1-101-extended-performance-oil-filter-0171649p.html#srp
"RSSW Velocity Alloy Wheel/Rim, Gun Metal",315.99,252.79,20.0,tires,141-1313-4,5.0,https://www.canadiantire.ca/en/pdp/rssw-velocity-alloy-wheel-rim-gun-metal-1411313p.html#srp
"Duracell Coppertop 16-pk AAA Alkaline Batteries, Long Lasting, All Purpose",24.99,18.49,26.0,hardware,065-0025-8,4.6,https://www.canadiantire.ca/en/pdp/duracell-coppertop-16-pk-aaa-alkaline-batteries-long-lasting-all-purpose-0650025p.html#srp
"Elite Hockey Vasilevskiy PRO-X700 Street Hockey Goalie Glove/Blocker Set, Intermediate, Left",89.99,71.99,20.0,hockey,083-1703-4,5.0,https://www.canadiantire.ca/en/pdp/elite-hockey-vasilevskiy-pro-x700-street-hockey-goalie-glove-blocker-set-intermediate-left-0831703p.html#srp
"Gain Flings Laundry Detergent with Oxi Boost & Febreze, Original Scent, 81-pk",25.99,24.99,4.0,home-essentials,153-1584-0,4.4,https://www.canadiantire.ca/en/pdp/gain-flings-laundry-detergent-with-oxi-boost-febreze-original-scent-81-pk-1531584p.html#srp
Erickson Twisting Cargo Bar,49.99,39.99,20.0,light-auto-parts,041-5200-6,4.0,https://www.canadiantire.ca/en/pdp/erickson-twisting-cargo-bar-0415200p.html#srp
"Thrush Universal Turbo Muffler, 17713",89.99,76.49,15.0,heavy-auto-parts,112-8350-2,3.8,https://www.canadiantire.ca/en/pdp/thrush-universal-turbo-muffler-17713-1128350p.html#srp
"SIMONIZ Platinum Car Ceramic Wax Detailer Spray, 750-mL",19.99,16.99,15.0,car-care-accessories,039-0573-6,3.7,https://www.canadiantire.ca/en/pdp/simoniz-platinum-car-ceramic-wax-detailer-spray-750-ml-0390573p.html#srp
"Raleigh Venture MIPS Bike Helmet, Child, Blue/Pink",79.99,67.99,15.0,cycling,073-3638-2,4.7,https://www.canadiantire.ca/en/pdp/raleigh-venture-mips-bike-helmet-child-blue-pink-0733638p.html#srp
Mobil 1 M1-303 Extended Performance Oil Filter,22.99,17.99,22.0,light-auto-parts,017-1691-0,4.6,https://www.canadiantire.ca/en/pdp/mobil-1-m1-303-extended-performance-oil-filter-0171691p.html#srp
"Pine-Sol Spring Blossom Multi-Surface Cleaner and Deodorizer, 1.4-L",6.49,5.84,10.0,cleaning,153-0512-8,4.1,https://www.canadiantire.ca/en/pdp/pine-sol-spring-blossom-multi-surface-cleaner-and-deodorizer-1-4-l-1530512p.html#srp
"Greenies Original Petite Oral Care Dental Dog Treats, 340-g",19.99,17.99,10.0,pet-care,142-5663-4,4.5,https://www.canadiantire.ca/en/pdp/greenies-original-petite-oral-care-dental-dog-treats-340-g-1425663p.html#srp
"Monroe Active to Passive Suspension Conversion Kit, Front & Rear",389.99,292.49,25.0,heavy-auto-parts,022-2657X,0.0,https://www.canadiantire.ca/en/pdp/monroe-active-to-passive-suspension-conversion-kit-front-rear-0222657p.html#srp
Bluehive 10W Bamboo Wireless Charging Pad with Arch LED Light,59.99,19.99,67.0,car-care-accessories,035-5504-0,4.3,https://www.canadiantire.ca/en/pdp/bluehive-10w-bamboo-wireless-charging-pad-with-arch-led-light-0355504p.html#srp
Lucky Strike Basket Fishing Net,49.99,42.49,15.0,fishing,078-4070-4,4.1,https://www.canadiantire.ca/en/pdp/lucky-strike-basket-fishing-net-0784070p.html#srp
Invincible Marine Boat Clean & Care Kit,84.99,39.99,53.0,seasonal-recreation,079-0327-8,0.0,https://www.canadiantire.ca/en/pdp/invincible-marine-boat-clean-care-kit-0790327p.html#srp
"Meguiars Hot Shine Foam Tire Cleaner Spray, 538-g",17.99,16.19,10.0,car-care-accessories,039-2900-6,4.4,https://www.canadiantire.ca/en/pdp/meguiar-s-hot-shine-foam-tire-cleaner-spray-538-g-0392900p.html#srp
"Raleigh Venture MIPS Bike Helmet, Child, Blue/Orange",79.99,67.99,15.0,cycling,073-3637-4,4.3,https://www.canadiantire.ca/en/pdp/raleigh-venture-mips-bike-helmet-child-blue-orange-0733637p.html#srp
"Tide Plus 4 in 1 Ultra Oxi Laundry Detergent Pods, Orignal Scent, 61-pk",25.99,24.99,4.0,home-essentials,153-1577-8,4.5,https://www.canadiantire.ca/en/pdp/tide-plus-4-in-1-ultra-oxi-laundry-detergent-pods-orignal-scent-61-pk-1531577p.html#srp
"Thrush Glasspack Universal Muffler, 24242",89.99,76.49,15.0,heavy-auto-parts,112-8406-2,0.0,https://www.canadiantire.ca/en/pdp/thrush-glasspack-universal-muffler-24242-1128406p.html#srp
"Hefty® ULTRA STRONG™ Tall 50L Blue Recycling Bags with Drawstring & ARM & HAMMER™, 28-pk",7.49,5.99,20.0,cleaning,142-6717-2,4.8,https://www.canadiantire.ca/en/pdp/hefty-ultra-strong-tall-50l-blue-recycling-bags-with-drawstring-arm-hammer-28-pk-1426717p.html#srp
"MAXIMUM Tape Measure with Double Side Printing, 25-ft",22.99,17.24,25.0,tools,057-7250-8,4.4,https://www.canadiantire.ca/en/pdp/maximum-tape-measure-with-double-side-printing-25-ft-0577250p.html#srp
MAXIMUM 20V Brushless 1/2-in Hammer Drill & 1/4-in Impact Driver Combo Kit,399.99,299.99,25.0,tools,054-7970-0,3.0,https://www.canadiantire.ca/en/pdp/maximum-20v-brushless-1-2-in-hammer-drill-1-4-in-impact-driver-combo-kit-0547970p.html#srp
Mobil 1 M1-209 Extended Performance Oil Filter,22.99,17.99,22.0,light-auto-parts,017-1645-2,4.6,https://www.canadiantire.ca/en/pdp/mobil-1-m1-209-extended-performance-oil-filter-0171645p.html#srp
"SIMONIZ Platinum Car Leather Conditioner, 473-mL",15.99,13.59,15.0,car-care-accessories,039-0579-4,4.6,https://www.canadiantire.ca/en/pdp/simoniz-platinum-car-leather-conditioner-473-ml-0390579p.html#srp
"MotoMaster 10-Ply Trailer Tire Assembly, ASM225/75R15",269.99,242.99,10.0,automotive-outdoor-adventure,040-3164-6,5.0,https://www.canadiantire.ca/en/pdp/motomaster-10-ply-trailer-tire-assembly-asm225-75r15-0403164p.html#srp
"MAXIMUM 20V Brushless Belt Sander, Tool Only",179.99,129.99,28.0,tools,054-7981-4,2.5,https://www.canadiantire.ca/en/pdp/maximum-20v-brushless-belt-sander-tool-only-0547981p.html#srp
Mobil 1 M1-206 Extended Performance Oil Filter,22.99,17.99,22.0,light-auto-parts,017-1643-6,4.6,https://www.canadiantire.ca/en/pdp/mobil-1-m1-206-extended-performance-oil-filter-0171643p.html#srp
"Thrush Universal Welded Muffler, 17661",109.99,93.49,15.0,heavy-auto-parts,112-8362-4,4.5,https://www.canadiantire.ca/en/pdp/thrush-universal-welded-muffler-17661-1128362p.html#srp
Sondpex Digital Car Stereo Receiver,149.99,99.99,33.0,car-care-accessories,035-5400-6,1.7,https://www.canadiantire.ca/en/pdp/sondpex-digital-car-stereo-receiver-0355400p.html#srp
"MAXIMUM Aluminum Tool Box Spirit Level, 12-in, Black",24.99,16.24,35.0,tools,057-5630-6,4.6,https://www.canadiantire.ca/en/pdp/maximum-aluminum-tool-box-spirit-level-12-in-black-0575630p.html#srp
"Mobil 1™ Truck & SUV 5W20 Synthetic Engine/Motor Oil, 4.73-L",74.99,40.99,45.0,auto-maintenance,028-9446-2,4.8,https://www.canadiantire.ca/en/pdp/mobil-1-truck-suv-5w20-synthetic-engine-motor-oil-4-73-l-0289446p.html#srp
"Mastercraft Portable Wall-Mountable 4-pc Organizer Case, 16x11x9-in",49.99,34.99,30.0,tools,058-1050-8,4.6,https://www.canadiantire.ca/en/pdp/mastercraft-portable-wall-mountable-4-pc-organizer-case-16x11x9-in-0581050p.html#srp
"Nutro Wholesome Essentials™ Lamb & Brown Rice Adult Dry Dog Food, 13.6-kg",86.99,78.29,10.0,pet-care,142-9544-4,4.8,https://www.canadiantire.ca/en/pdp/nutro-wholesome-essentials-lamb-brown-rice-adult-dry-dog-food-13-6-kg-1429544p.html#srp
Mobil 1 M1C-257 Extended Performance Oil Filter,28.99,23.99,17.0,light-auto-parts,117-2381-4,4.6,https://www.canadiantire.ca/en/pdp/mobil-1-m1c-257-extended-performance-oil-filter-1172381p.html#srp
"Lucas 10W50 Synthetic Motorcycle Oil, 946-mL",21.99,18.69,15.0,auto-maintenance,028-1838-8,5.0,https://www.canadiantire.ca/en/pdp/lucas-10w50-synthetic-motorcycle-oil-946-ml-0281838p.html#srp
"Nutro Wholesome Essentials™ Large Breed Lamb & Brown Rice Adult Dry Dog Food, 13.6-kg",86.99,78.29,10.0,pet-care,142-5972-8,4.7,https://www.canadiantire.ca/en/pdp/nutro-wholesome-essentials-large-breed-lamb-brown-rice-adult-dry-dog-food-13-6-kg-1425972p.html#srp
Eagle : 12 Bridgestone Recycled Golf Balls,29.99,23.99,20.0,team-sports-and-golf,086-1570-2,3.5,https://www.canadiantire.ca/en/pdp/eagle-12-bridgestone-recycled-golf-balls-0861570p.html#srp
Mobil 1 M1C451 Extended Performance Oil Filter,22.99,17.99,22.0,light-auto-parts,117-2319-6,4.6,https://www.canadiantire.ca/en/pdp/mobil-1-m1c451-extended-performance-oil-filter-1172319p.html#srp
MAXIMUM 18-Gauge Lightweight Pneumatic Air Stapler/Staple Gun,189.99,129.99,32.0,tools,058-9841-8,4.1,https://www.canadiantire.ca/en/pdp/maximum-18-gauge-lightweight-pneumatic-air-stapler-staple-gun-0589841p.html#srp
"MotoMaster Digital Tire / Depth Gauge w/ Light, 5-99 PSI",34.99,27.99,20.0,auto-maintenance,009-5584-2,3.5,https://www.canadiantire.ca/en/pdp/motomaster-digital-tire-depth-gauge-w-light-5-99-psi-0095584p.html#srp
CANVAS Ceramic Brie Baker,19.99,9.99,50.0,kitchen,142-6470-6,3.7,https://www.canadiantire.ca/en/pdp/canvas-ceramic-brie-baker-1426470p.html#srp
"Pilot Polished Rolled Edge Exhaust Tip, 5.25-in",22.99,19.54,15.0,heavy-auto-parts,041-7568-0,4.3,https://www.canadiantire.ca/en/pdp/pilot-polished-rolled-edge-exhaust-tip-5-25-in-0417568p.html#srp
"MAXIMUM 5-in-1 Linemans Pliers, High Quality Forged Tool Steel, Colour Coded Tips, 9.5-in",29.99,19.99,33.0,tools,058-9757-0,4.8,https://www.canadiantire.ca/en/pdp/maximum-5-in-1-lineman-s-pliers-high-quality-forged-tool-steel-colour-coded-tips-9-5-in-0589757p.html#srp
"Raleigh Steel Bike Lock Cable w/Resettable 4-Digit Dial Combination, Anti-Theft, Grey, 12-mm x 5-ft",34.99,29.74,15.0,cycling,073-3053-2,3.1,https://www.canadiantire.ca/en/pdp/raleigh-steel-bike-lock-cable-w-resettable-4-digit-dial-combination-anti-theft-grey-12-mm-x-5-ft-0733053p.html#srp
"MotoMaster Eliminator Winch with Synthetic Rope, 3200-lb",299.99,249.99,17.0,automotive-outdoor-adventure,140-0049-2,5.0,https://www.canadiantire.ca/en/pdp/motomaster-eliminator-winch-with-synthetic-rope-3200-lb-1400049p.html#srp
Meguiars Ultimate Insane Tire Coating,20.99,18.89,10.0,car-care-accessories,039-3629-8,4.5,https://www.canadiantire.ca/en/pdp/meguiar-s-ultimate-insane-tire-coating-0393629p.html#srp
"Nutro Wholesome Essentials™ Large Breed Chicken, Rice & Sweet Potato Adult Dry Dog Food, 13.6-kg",86.99,78.29,10.0,pet-care,142-5971-0,4.8,https://www.canadiantire.ca/en/pdp/nutro-wholesome-essentials-large-breed-chicken-rice-sweet-potato-adult-dry-dog-food-13-6-kg-1425971p.html#srp
"MotoMaster 200 Lumen Rechargeable COB Worklight with Adjustable Stand, 2-pk",69.99,24.49,65.0,car-care-accessories,037-0766-2,4.4,https://www.canadiantire.ca/en/pdp/motomaster-200-lumen-rechargeable-cob-worklight-with-adjustable-stand-2-pk-0370766p.html#srp
"RSSW Milan Alloy Wheel/Rim, Gun Metal",360.99,288.79,20.0,tires,141-6918-6,0.0,https://www.canadiantire.ca/en/pdp/rssw-milan-alloy-wheel-rim-gun-metal-1416918p.html#srp
"Yardworks WasteNot™ Recycled Microfibre Mens Gardening Gloves, Large, Teal",19.99,9.99,50.0,outdoor-tools,059-1321-2,4.6,https://www.canadiantire.ca/en/pdp/yardworks-wastenot-recycled-microfibre-men-s-gardening-gloves-large-teal-0591321p.html#srp
"Preston Towel Bar, 18-in",33.99,27.19,20.0,plumbing,063-5109-4,4.4,https://www.canadiantire.ca/en/pdp/preston-towel-bar-18-in-0635109p.html#srp
"Purina Fancy Feast® Flaked Tuna Wet Cat Food, 85-g",0.99,0.9,9.0,pet-care,042-4057-2,4.7,https://www.canadiantire.ca/en/pdp/purina-fancy-feast-flaked-tuna-wet-cat-food-85-g-0424057p.html#srp
"Mastercraft 600 Lumens Aluminum CREE LED Headlight/Headlamp, Batteries Included, Black",33.99,26.99,21.0,hardware,065-0096-8,4.3,https://www.canadiantire.ca/en/pdp/mastercraft-600-lumens-aluminum-cree-led-headlight-headlamp-batteries-included-black-0650096p.html#srp
"MAXIMUM 20V Brushless Random Orbit Sander, Tool Only",179.99,119.99,33.0,tools,054-7977-6,5.0,https://www.canadiantire.ca/en/pdp/maximum-20v-brushless-random-orbit-sander-tool-only-0547977p.html#srp
"Purina Fancy Feast® Gravy Lovers Chicken Feast In Grilled Wet Cat Food, 85-g",0.99,0.9,9.0,pet-care,142-0283-8,4.8,https://www.canadiantire.ca/en/pdp/purina-fancy-feast-gravy-lovers-chicken-feast-in-grilled-wet-cat-food-85-g-1420283p.html#srp
"MotoMaster Battery Tester, 125-Amp Load, 12V",59.99,47.99,20.0,light-auto-parts,011-3009-8,4.2,https://www.canadiantire.ca/en/pdp/motomaster-battery-tester-125-amp-load-12v-0113009p.html#srp
"Lincoln Electric Shades 9-13 Autodarkening Welding Helmet, Camo",299.99,199.99,33.0,tools,058-0060-0,4.6,https://www.canadiantire.ca/en/pdp/lincoln-electric-shades-9-13-autodarkening-welding-helmet-camo-0580060p.html#srp
"Stanley Mens CSA Safety Boot, Black, 6-in",209.99,149.99,29.0,footwear-apparel,187-3347X,3.0,https://www.canadiantire.ca/en/pdp/stanley-men-s-csa-safety-boot-black-6-in-1873347p.html#srp
"Elite Hockey Vasilevskiy Street Hockey Shooter Tutor, Butterfly Style, 72-in",79.99,63.99,20.0,hockey,083-0779-0,4.0,https://www.canadiantire.ca/en/pdp/elite-hockey-vasilevskiy-street-hockey-shooter-tutor-butterfly-style-72-in-0830779p.html#srp
"Michelin Carpet Rubber Floor Mats, 3-pc",49.99,29.99,40.0,car-care-accessories,031-3426-6,4.5,https://www.canadiantire.ca/en/pdp/michelin-carpet-rubber-floor-mats-3-pc-0313426p.html#srp
"Moen® Hadley Single Handle Pull Down Kitchen Faucet, Chrome",314.99,239.99,24.0,plumbing,063-4723-6,4.6,https://www.canadiantire.ca/en/pdp/moen-hadley-single-handle-pull-down-kitchen-faucet-chrome-0634723p.html#srp
"MAXIMUM 6-in-1 Wire Stripper, 8-18 Gauge, #6 and #8 Bolts, Comfort Grip Handles, Rust Resistant",39.99,24.99,38.0,tools,058-1690-4,4.0,https://www.canadiantire.ca/en/pdp/maximum-6-in-1-wire-stripper-8-18-gauge-6-and-8-bolts-comfort-grip-handles-rust-resistant-0581690p.html#srp
"SIMONIZ Platinum Tire Shine Aerosol, 400-g",13.99,11.83,15.0,car-care-accessories,039-0575-2,4.3,https://www.canadiantire.ca/en/pdp/simoniz-platinum-tire-shine-aerosol-400-g-0390575p.html#srp
"Thrush Glasspack Universal Muffler, 24202",64.99,55.24,15.0,heavy-auto-parts,112-8396-4,0.0,https://www.canadiantire.ca/en/pdp/thrush-glasspack-universal-muffler-24202-1128396p.html#srp
"Mastercraft 7.5-in HCS Auger Bit Set for Wood, 7-pc",69.99,27.99,60.0,tools,054-3774-2,4.8,https://www.canadiantire.ca/en/pdp/mastercraft-7-5-in-hcs-auger-bit-set-for-wood-7-pc-0543774p.html#srp
"FRANK Dill Pickle Potato Chips, 200-g",2.79,2.29,18.0,food-drink,153-2154-8,4.1,https://www.canadiantire.ca/en/pdp/frank-dill-pickle-potato-chips-200-g-1532154p.html#srp
"NOMA 1-Light Outdoor Down Wall Light, 2-pk, Matte Black",71.99,53.99,25.0,home-decor,052-6122-0,5.0,https://www.canadiantire.ca/en/pdp/noma-1-light-outdoor-down-wall-light-2-pk-matte-black-0526122p.html#srp
Mobil 1 M1-403 Extended Performance Oil Filter,22.99,17.99,22.0,light-auto-parts,117-2317-0,4.6,https://www.canadiantire.ca/en/pdp/mobil-1-m1-403-extended-performance-oil-filter-1172317p.html#srp
"AutoTrends Couch Material Seat & Headrest Cover, Grey",59.99,39.99,33.0,car-care-accessories,032-0158-0,3.2,https://www.canadiantire.ca/en/pdp/autotrends-couch-material-seat-headrest-cover-grey-0320158p.html#srp
